LicenseNumber,EntityName,DBA,BusinessLocation,City,State,ZipCode,BusinessPhone,OriginalIssueDate,ExpirationDate,LicenseType,LicenseSub-Type,BusinessDescription,PrimaryJurisdiction,CityofHenderson,CityofLasVegas,CityofNorthLasVegas,ClarkCounty,BillingAddress1,BillingAddress2,BillingCity,BillingState/Province,BillingZipCode
2003304976,"Thatcher Company of Nevada, Inc",Thatcher Company of Nevada,90 Business Center St,Henderson,Nevada,89014,,11/13/2003,10/31/2026,Gross Revenue,Manufacturing,Manufacturing and sales of water treatment and other industrial use chemicals.,City of Henderson,Yes,No,No,No,PO Box 27407,,Salt Lake City,UT,84127
2005302213,Insight Sciences Corporation,Insight Sciences Corporation,226 Indian Trail Ct,Henderson,Nevada,89074,(702) 261-8421,05/13/2005,10/31/2026,Gross Revenue,Miscellaneous,Computer consulting.,City of Henderson,Yes,No,No,No,226 Indian Trail Ct,,Henderson,NV,89074
2004305122,"Medical Management International, Inc.","Banfield, The Pet Hospital #148",531 N Stephanie St,Henderson,Nevada,89014,,11/15/2004,10/31/2026,Gross Revenue,Retail Product Sales,Retail sales in association with veterinary services.,City of Henderson,Yes,No,No,No,140 Grand St,300,White Plains,NY,10601
2005305236,"Edward D. Jones & Co., L.P.",Edward Jones & Co.,1000 N Green Valley Pkwy,Henderson,Nevada,89074,(702) 558-7057,10/03/2005,10/31/2026,"Commodities, Securities, or Mutual Funds","Commodities, Securities, or Mutual Funds",The operation of a full service investment firm providing investment services and the sale and purchase of securities.,City of Henderson,Yes,No,No,No,PO Box 66719,,St Louis,MO,63166
2005305237,"Edward D. Jones & Co., L.P.",Edward Jones,101 E Horizon Dr,Henderson,Nevada,89015,(702) 558-7057,10/03/2005,10/31/2026,"Commodities, Securities, or Mutual Funds","Commodities, Securities, or Mutual Funds",Stock broker/dealer.,City of Henderson,Yes,No,No,No,PO Box 66719,,St Louis,MO,63166
2005304835,"Reid, Michael, Sr",Reid & Sons Janitorial,93 Parker Ranch Dr,Henderson,Nevada,89012,,10/03/2005,10/31/2026,Property Maintenance,Cleaning Services,Janitorial Services,City of Henderson,Yes,No,No,No,93 Parker Ranch Dr,,Henderson,NV,89012
2010303004,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",705 S Green Valley Pkwy,Henderson,Nevada,89052,,11/03/2010,10/31/2026,"Banks, Savings and Loan, Thrift, Trust Company","Banks, Savings and Loan, Thrift, Trust Company","Banks, Savings and Loans, Thrifts, Trust",City of Henderson,Yes,No,No,No,1111 Polaris  Pkwy,Floor 2A,Columbus,OH,43240
2011301306,"Atha, Pamela",PSA Productions,2550 Wolverton Ave,Henderson,Nevada,89074,,05/09/2011,10/31/2026,Gross Revenue,Instructional Services,Miscellaneous - Video Production Services and Guitar Instruction,City of Henderson,Yes,No,No,No,2550 Wolverton Ave,,Henderson,NV,89074
2011301668,City Towing Inc.,QUALITY TOWING,2024 Losee Rd,North Las Vegas,Nevada,89030,,06/13/2011,10/31/2026,Automobile Towing,Automobile Towing,AUTOMOBILE TOWING SERVICE,City of Henderson,Yes,No,No,No,PO BOX 365079,,NORTH LAS VEGAS,NV,89036
2016301216,Law Office of Christina Wilder L.L.C.,Law Office of Christina Wilder L.L.C.,2831 St Rose Pkwy,Henderson,Nevada,89052,,05/05/2016,10/31/2026,Law Firm or Law Office,Law Firm or Law Office,Lawyer,City of Henderson,Yes,No,No,No,2831 St Rose Pkwy,200,Henderson,NV,89052
2016301015,"Golden-PT's Pub Whitney Ranch 51, LLC",PT's Gold,1540 W Sunset Rd,Henderson,Nevada,89014,,04/19/2016,10/31/2026,Gross Revenue,Restaurant/Food Service,"This location will offer a full service restaurant, multiple flat screen televisions to watch sporting events. Will be open 24 hours a day, every day.",City of Henderson,Yes,No,No,No,6595 S Jones Blvd,,Las Vegas,NV,89118
2016301025,"TCS CABINETS, LLC","TCS CABINETS, LLC",628 Middlegate Rd,Henderson,Nevada,89011,,04/19/2016,10/31/2026,Gross Revenue,Miscellaneous,SALE OF WOOD FURNITURE BY CATALOG.  SOME FURNITURE MIGHT BE ASSEMBLED AT LOCATION.,City of Henderson,Yes,No,No,No,628 MIDDLEGATE RD,7,HENDERSON,NV,89011
2016301027,"RMR5 Nevada, LLC.",Five Guys Burgers & Fries,10271 S Eastern Ave,Henderson,Nevada,89052,(623) 244-1900,04/19/2016,10/31/2026,Gross Revenue,Restaurant/Food Service,Five Guys Burgers & Fries franchise - restaurant,City of Henderson,Yes,No,No,No,14050 N. 83rd Ave. Suite 290,Suite 290,Peoria,AZ,85381
2016302139,"MEDICWEST AMBULANCE, INC.","MEDICWEST AMBULANCE, INC.",4700 Mitchell St,North Las Vegas,Nevada,89081,(702) 384-3400,08/10/2016,10/31/2026,Ambulance Services,Special Event Medical Service,Private ambulance service company providing non-emergency ambulance transport and care/standby medical services to special event customers and patients.,City of Henderson,Yes,No,No,No,4700 Mitchell Street,,NORTH LAS VEGAS,NV,89081
2016302151,"MERCY, INC.",AMERICAN MEDICAL RESPONSE,7201 W POST RD,LAS VEGAS,Nevada,89113,,08/10/2016,10/31/2026,Ambulance Services,Special Event Medical Service,Private ambulance service company providing non-emergency ambulance transport and care at standby medical services to special event customers and patients.,City of Henderson,Yes,No,No,No,7201 W POST RD,,LAS VEGAS,NV,89113
2014303132,"Risk Services-Nevada, Inc.","Risk Services-Nevada, Inc.",9550 S Eastern Ave,Las Vegas,Nevada,89123,,11/03/2014,10/31/2026,Gross Revenue,Miscellaneous,Management services for State of Nevada licensed insurance companies/risk retention groups,City of Henderson,Yes,No,No,No,1605 Main St,800,Sarasota,FL,34236
2016302351,Hope Financial Solutions LLC,Hope Financial Solutions LLC,2470 St Rose Pkwy,Henderson,Nevada,89074,,08/31/2016,10/31/2026,"Commodities, Securities, or Mutual Funds","Commodities, Securities, or Mutual Funds","Commodities, securities & mutual funds",City of Henderson,Yes,No,No,No,2470 St Rose Pkwy,102,Henderson,NV,89044
2016302912,North American Realty of Nevada,North American Realty of Nevada,375 N Stephanie St,Henderson,Nevada,89014,,11/02/2016,10/31/2026,Real Estate Business,Real Estate Business,Real Estate Business,City of Henderson,Yes,No,No,No,375 N Stephanie St,2011,Henderson,NV,89014
2016302823,RAI Sunset LLC,Meineke #4075,4337 E Sunset Rd,Henderson,Nevada,89014,,10/25/2016,10/31/2026,Gross Revenue,Automotive,Auto repair & maintenance facility,City of Henderson,Yes,No,No,No,1860 E Serene Ave,,Las Vegas,NV,89123
2016302625,ALOHA AUTOMOTIVE SERVICE & REPAIR LLC,ALOHA AUTOMOTIVE SERVICE & REPAIR LLC,745 W Sunset Rd,Henderson,Nevada,89011,,10/03/2016,10/31/2026,Gross Revenue,Automotive,General Automotive Repairs,City of Henderson,Yes,No,No,No,745 W SUNSET RD,22,HENDERSON,NV,89011
2017306100,"Jazmine Enterprises, LLC.",Covenant Hospice Care,2713 E Russell Rd,Las Vegas,Nevada,89120,(702) 750-0212,11/06/2017,10/31/2026,Inter-Jurisdictional Business,Inter-Jurisdictional Business,"Covenant Hospice Care is to provide services: Skilled hospice nurse, Certified Hospice Aide (CNA), Physical, Occupational and Speech Therapies to those patient who have been diagnosed with a terminal illness or End-stage disease.",City of Henderson,Yes,No,No,No,2713 E Russell Rd,,Las Vegas,NV,89120
2017306307,"ERIC DOBBERSTEIN, PLLC",Dobberstein Law Group,9480 S Eastern Ave,Las Vegas,Nevada,89123,,11/16/2017,10/31/2026,Law Firm or Law Office,Law Firm or Law Office,Legal services,City of Henderson,Yes,No,No,No,9480 S EASTERN AVE,STE 225,Las Vegas,NV,89123
2017300593,Making Humans Better L.L.C.,Tony Cress Training Center,178 N Pecos Rd,Henderson,Nevada,89074,,02/28/2017,10/31/2026,Gross Revenue,Personal Services,Fitness Gym - Group fitness,City of Henderson,Yes,No,No,No,178 N Pecos Rd,100,Henderson,NV,89074
2018309352,Shahab Zargari,ZED COLLECTIVE,1431 Ozzie Smith Ave,Henderson,Nevada,89074,(949) 290-2089,11/14/2018,10/31/2026,Gross Revenue,Miscellaneous,"I film corporate interview videos, non-profit event pre-roll videos for Galas and sponsorship campaigns, etc, music videos, and projects of that nature.",City of Henderson,Yes,No,No,No,PO Box 93324,,Las Vegas,NV,89193
2018309141,H.O.K. Automotive LLC,Kaiju Motorsports,653 Middlegate Rd,Henderson,Nevada,89011,,10/22/2018,10/31/2026,Gross Revenue,Retail Product Sales,"After market automotive parts and accessory sales, Installation of those parts sold. Automotive general repair, online retail sales of parts",City of Henderson,Yes,No,No,No,653 Middlegate Rd,,Henderson,NV,89011
2018309231,Office Bauen LLC,Office Bauen LLC,1956 Thunder Ridge Cir,Henderson,Nevada,89012,,10/30/2018,10/31/2026,Architectural Firm,Architectural Firm,"Office Bauen is an Architecture Practice offering comprehensive services in architecture, interior design and all municipal approvals to residential, commercial, and institutional clients in Nevada.",City of Henderson,Yes,No,No,No,1956 Thunder Ridge Cir,,Henderson,NV,89012
2018307541,"Piceno Company, LLC.",La Real De Michoacan,1039 Whitney Ranch Dr,Henderson,Nevada,89014,,04/17/2018,10/31/2026,Gross Revenue,Restaurant/Food Service,Ice cream shop and snacks,City of Henderson,Yes,No,No,No,1039 Whitney Ranch Dr,,Henderson,NV,89014
2018307337,Vegas Brazil LLC,Vegas Brazil LLC,9550 S Eastern Ave,Las Vegas,Nevada,89123,,04/03/2018,10/31/2026,Travel and Ticket Agencies,Travel and Ticket Agencies,We re-sale tickets of attraction in Las Vegas.,City of Henderson,Yes,No,No,No,9550 S Eastern Ave,253,Las Vegas,NV,89123
2019312567,Jennifer Hyman,Jennifer Hyman Photography,2526 Claridge Ave,Henderson,Nevada,89074,,10/30/2019,10/31/2026,Gross Revenue,Personal Services,"I WILL BE PHOTOGRAPHING MAINLY FAMILIES AND COUPLES IN AND OUTDOOR LOCATION OR AT THEIR HOME, SORTING THROUGH THE RESULTING IMAGES, EDITING THEM AND THEN POSTING THEM TO AN ONLINE GALLERT FOR THE CLIENTS TO VIEW AND DOWNLOAD.",City of Henderson,Yes,No,No,No,2526 CLARIDGE AVE,,HENDERSON,NV,89074
2019310724,A. Hope Enterprise LLC,Supercuts,1138 W Sunset Rd,Henderson,Nevada,89014,(702) 426-9774,04/15/2019,10/31/2026,Barbershops and Cosmetology Establishment,Barbershops and Cosmetology Establishment,Supercuts - hair care services,City of Henderson,Yes,No,No,No,3172 N Rainbow Blvd,470,Las Vegas,NV,89108
2020313732,GRN Vision LLC,GRN Vision LLC,606 S 9th St,Las Vegas,Nevada,89101,(702) 242-0625,04/06/2020,10/31/2026,Management/Marketing/Consulting,Management/Marketing/Consulting,GRN Vision is a professional Green Building and Sustainability Consulting firm that provides Green Building certification services including LEED and Green Globes,City of Henderson,Yes,No,No,No,606 9th St,,Las Vegas,NV,89101
2020314940,Salon PS Nevada LLC,PS Salon & Spa,1935 Paseo Verde Pkwy,Henderson,Nevada,89012,,10/12/2020,10/31/2026,Barbershops and Cosmetology Establishment,Barbershops and Cosmetology Establishment,WE HAVE ENTERED INTO CONTRACT WITH MERRILL GARDENS AT GREEN VALLEY RANCH SENIOR LIVING COMMUNITY TO OPERATE THE SALON FOR THE RESIDENTS.,City of Henderson,Yes,No,No,No,55 Public Square,1180,Cleveland,OH,44113
2020314961,"Silver State Bell, LLC",Taco Bell #31897,730 E Horizon Dr,Henderson,Nevada,89015,(702) 880-5818,10/15/2020,10/31/2026,Gross Revenue,Restaurant/Food Service,Fast Food Restaurant,City of Henderson,Yes,No,No,No,3120 S Durango Dr,305,Las Vegas,NV,89117
2021317701,"Freeway Insurance Services America, LLC",Freeway Insurance,175 N Stephanie St,Henderson,Nevada,89074,,10/14/2021,10/31/2026,Insurance Agency or Adjusting Firm,Insurance Agency or Adjusting Firm,Sell Insurance policies to clients,City of Henderson,Yes,No,No,No,7711 Center Ave,200,Huntington Beach,CA,92647
2021317673,Brianne Isa,Bri Art and Designs,1803 Dalton Dr,Henderson,Nevada,89014,,10/07/2021,10/31/2026,Gross Revenue,Miscellaneous,Create ceramic/ art pieces in studios to sell both online and in-person: Attend art and craft events&#894; commission sales&#894; enter art exhibitions,City of Henderson,Yes,No,No,No,1803 DALTON DR,,HENDERSON,NV,89014
2021317671,Ruth Banks,Ruth Banks Interiors,1350 Kelso Dunes Ave,Henderson,Nevada,89014,,10/07/2021,10/31/2026,Designer or Decorator,Designer or Decorator,"Interior decorating consultation, recommending paint colors, materials and furnishing",City of Henderson,Yes,No,No,No,1350 KELSO DUNES AVE,625,HENDERSON,NV,89014
2021317767,CIRO J AGNELLI,Fit By Ciro,1197 Franello Ct,Henderson,Nevada,89052,,10/20/2021,10/31/2026,Gross Revenue,Personal Services,"Assess clients needs and wants in relation to their fitness and wellness goals and design tailored training program including flexibility, cardiovascular, strengthening, and corrective exercises.",City of Henderson,Yes,No,No,No,1197 FRANELLO CT,,HENDERSON,NV,89052
2019312400,"Silver State Bell, LLC",Taco Bell #36171,3581 St Rose Pkwy,Henderson,Nevada,89052,(702) 880-5818,10/15/2019,10/31/2026,Gross Revenue,Restaurant/Food Service,Fast Food Restaurant,City of Henderson,Yes,No,No,No,3120 S Durango Dr,305,Las Vegas,NV,89117
2019312365,"Monica J. Wall, M.D. LTD.","Monica J. Wall, M.D. LTD.",3031 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,10/10/2019,10/31/2026,Medical Office,Medical Office,"Primary care physician office, patient outpatient care, administrative support",City of Henderson,Yes,No,No,No,PO Box 530245,,Henderson,NV,89053
2019312369,Roots Landscape Maintenance LLC,Roots Landscape Maintenance LLC,804 Vermillion Dr,Henderson,Nevada,89002,,10/10/2019,10/31/2026,Property Maintenance,Gardening/Lawn Maintenance,"Landscape Maintenance trim bushes, trim trees, remove bushes and trees, replant new ones, add rocks and boulders, remove rock and boulders, small irrigation repairs",City of Henderson,Yes,No,No,No,804 Vermillion Dr,,Henderson,NV,89002
2019312297,Law Offices of Gary P. Sinkeldam APC,LAW OFFICES OF GARY P. SINKELDAM APC,8540 S Eastern Ave,Las Vegas,Nevada,89123,(702) 866-0089,10/03/2019,10/31/2026,Law Firm or Law Office,Law Firm or Law Office,LAW OFFICE - CIVIL LITIGATION & INSURANCE DEFENSE,City of Henderson,Yes,No,No,No,8540 S EASTERN AVE,STE 180,HENDERSON,NV,89123
2019311977,Private Eyes by Jayna LLC,Private Eyes by Jayna,62 N Pecos Rd,Henderson,Nevada,89074,,08/29/2019,10/31/2026,Gross Revenue,Personal Services,Permanent make up services.,City of Henderson,Yes,No,No,No,3149 Sarnano Ave,,Henderson,NV,89044
2020314999,"Brewer Global, LLC","Brewer Global, LLC",955 Via Canale Dr,Henderson,Nevada,89011,,10/20/2020,10/31/2026,Management/Marketing/Consulting,Management/Marketing/Consulting,"Executive and professional search consultants specializing in accounting, finance, and information technology fields. We operate fully remotely using online resources.",City of Henderson,Yes,No,No,No,955 Via Canale Dr,,Henderson,NV,89011
2020314939,Pitbull Towing LLC,Pitbull Towing,9355 Graceful Gold St,Las Vegas,Nevada,89123,,10/12/2020,10/31/2026,Automobile Towing,Automobile Towing,TOWING CARS FROM DEALERS TO A SHOP AND BACK. HELPING PEOPLE MOVING THEIR CARS TO A DESIGNATED PLACE.,City of Henderson,Yes,No,No,No,9355 Graceful Gold St,,Las Vegas,NV,89123
2020315069,Carroll Design Collaborative LLC,Carroll Design Collaborative,1980 Festival Plaza Dr,Las Vegas,Nevada,89135,,10/29/2020,10/31/2026,Architectural Firm,Architectural Firm,"Carroll Design Collaborative is a architectural and design firm providing services to clients such as providing drawings for the built environment for conceptual, entitlements, and construction document purposes.",City of Henderson,Yes,No,No,No,1980 Festival Plaza Dr,STE 450,Las Vegas,NV,89135
2014303104,"LTF Club Operations Company, Inc.",Life Cafe,121 Carnegie St,Henderson,Nevada,89074,,10/29/2014,10/31/2026,Gross Revenue,Restaurant/Food Service,"The license will be for the café located within the Life Time Fitness Health Club.  The club will serve a full menu of sandwiches, salads, prepared meals and beverages, available breakfast, lunch and dinner hours. The café will have a fully staffed kitchen at all times and liquor sales will constitute a very small percentage of overall café sales.",City of Henderson,Yes,No,No,No,2902 Corporate Pl,,Chanhassen,MN,55317
2015301076,Firelight Barn LLC,Firelight Barn Dinner Theater,546 S Boulder Hwy,Henderson,Nevada,89015,,04/20/2015,10/31/2026,Gross Revenue,Miscellaneous,MISCELLANEOUS - LIVE ENTERTAINMENT,City of Henderson,Yes,No,No,No,546 S Boulder Hwy,,Henderson,NV,89015
2015301103,Western Automotive Group LLC,Big O Tires,15 S Gibson Rd,Henderson,Nevada,89012,,04/21/2015,10/31/2026,Gross Revenue,Automotive,Independent tire dealers,City of Henderson,Yes,No,No,No,2061 Rock Springs Dr,,Las Vegas,NV,89128
2019310610,Sylvia Aldebol-Valentin,SA Art & Design,997 Leadville Meadows Dr,Henderson,Nevada,89052,,04/16/2019,10/31/2026,Gross Revenue,Graphic Design/Marketing,Provide diverse and unique original art pieces for the public. Also provide customized graphic design services where the client in part of the creative process. All art and design are original work form artist - Sylvia Aldebol.,City of Henderson,Yes,No,No,No,997 Leadville Meadows Dr,,Henderson,NV,89052
2019310640,"Las Vegas Parking, Inc.","Las Vegas Parking, Inc.",3001 St Rose Pkwy,Henderson,Nevada,89052,(702) 697-8656,04/08/2019,10/31/2026,Gross Revenue,Miscellaneous,Providing valet parking services to patients and guests of the hospital.  Service will be provided 7 days per week at (2) doors/entrances,City of Henderson,Yes,No,No,No,7285 S Dean Martin Dr,180,Las Vegas,NV,89118
2019310641,"Las Vegas Parking, Inc.","Las Vegas Parking, Inc.",10271 S Eastern Ave,Henderson,Nevada,89052,(702) 697-8656,04/08/2019,10/31/2026,Gross Revenue,Miscellaneous,Providing valet parking services to guests of primary restaurant and neighboring tenants Thur-Sat 5:00PM-11:00PM each week,City of Henderson,Yes,No,No,No,7285 S Dean Martin Dr,180,Las Vegas,NV,89118
2019309835,Tammy Wood,Vegas Crystal Healings & More!,10740 S Eastern Ave,Henderson,Nevada,89052,,03/07/2019,10/31/2026,Gross Revenue,Personal Services,"Retail crystals, gifts, jewelry, reiki healing.",City of Henderson,Yes,No,No,No,10740 S Eastern Ave,Suite 105,Henderson,NV,89052
2018307629,"City Automotive, Limited Liability Company",City's Crany Crane,1647 N Boulder Hwy,Henderson,Nevada,89011,,04/25/2018,10/31/2026,Gross Revenue,Miscellaneous,Crane service to job site,City of Henderson,Yes,No,No,No,5014 Titanium Ave,,Las Vegas,NV,89120
2018307496,A2 STRATEGY CORP.,A2 Strategy Corp.,845 N Kingsbury St,Chicago,Illinois,60610,(215) 301-8480,05/09/2018,10/31/2026,Management/Marketing/Consulting,Management/Marketing/Consulting,Consulting business offering clients (health insurers) advice on strategy related to planning activities and growth. Business will be done from home office or remotely at client locations in other states.,City of Henderson,Yes,No,No,No,PO Box 50152,,Henderson,NV,89016
2018307408,"Blendz Solutions, LLC",Blendz Events,3161 Sunridge Heights Pkwy,Henderson,Nevada,89052,(702) 738-0828,04/03/2018,10/31/2026,Gross Revenue,Event Planning,"Exhibition, exhibit and event planning and consultation",City of Henderson,Yes,No,No,No,3161 Sunridge Heights Pkwy,Apt 1401,Henderson,NV,89052
2020313275,PalAmerican Security Inc,PALAMERICAN SECURITY,3130 S Rainbow Blvd,Las Vegas,Nevada,89146,(727) 550-1085,02/10/2020,10/31/2026,Private Investigators/Related Occupations,Private Investigators/Related Occupations,CONTRACT SECURITY GUARD SERVICES AND SECURITY CONSULTING,City of Henderson,Yes,No,No,No,11300 N 4TH,STE 150,ST. PETERSBURG,FL,33716
2020313362,Karla Ann Cloninger,"CLONINGER, KARLA ANN",2023 Fort Halifax St,Henderson,Nevada,89052,,03/04/2020,10/31/2026,Gross Revenue,Personal Services,Personal Trainer in people's homes or at the gym,City of Henderson,Yes,No,No,No,2023 FORT HALIFAX ST,,HENDERSON,NV,89052
2013301596,"Trailboss Enterprises, Inc.","Trailboss Enterprises, Inc.",2470 St Rose Pkwy,Henderson,Nevada,89074,,05/28/2013,10/31/2026,Office Only,Office Only,Provide government contract services; specifically this office will be responsible to pursue requests for proposals by the government & put the appropriate bid documents together.,City of Henderson,Yes,No,No,No,201 E 3rd Ave,,Anchorage,AK,99501
2013303034,"REBECCA WARNICK CPA, PLLC",THE WARNICK GROUP,2470 Saint Rose Pkwy,Henderson,Nevada,89074,,10/28/2013,10/31/2026,Accounting Firm,Accounting Firm,Accounting firm,City of Henderson,Yes,No,No,No,2470 ST ROSE PKWY STE 305,305,HENDERSON,NV,89074
2014300740,"Designs for Health, Inc.","Designs for Health, Inc.",1735 Chaparral Rd,Henderson,Nevada,89044,,03/10/2014,10/31/2026,Distribution Center (Grandfathered),Distribution Center (Grandfathered),Distribution center for fulfilling orders with future plans to include manufacturing.,City of Henderson,Yes,No,No,No,1735 Chaparral Rd,,Henderson,NV,89044
2014301241,Keller Management,Keller N' Jadd,2445 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,04/23/2014,10/31/2026,Real Estate Business,Real Estate Business,Real Estate,City of Henderson,Yes,No,No,No,2445 W Horizon Ridge Pkwy,100,Henderson,NV,89052
2012307380,Work Zone Traffic Services Inc,Work Zone Traffic Services Inc,1932 N Boulder Hwy,Henderson,Nevada,89011,,07/19/2012,10/31/2026,Gross Revenue,Miscellaneous,"RENTAL OF TRAFFIC CONTROL EQUIPMENT (CONES, BARRICADES, ETC).",City of Henderson,Yes,No,No,No,7250 S Durango Dr,130-136,LAS VEGAS,NV,89113
2012301253,Lori Matsuoka,Island Girl Studio,600 S Green Valley Pkwy,Henderson,Nevada,89052,,05/09/2012,10/31/2026,Gross Revenue,Miscellaneous,"Product sales related to hair, nails and eyelash extensions.",City of Henderson,Yes,No,No,No,717 Waltham Hills St,,Henderson,NV,89052
2012301097,Zane Investigations Inc.,Zane Investigations,248 Elliott Rd,Henderson,Nevada,89011,,04/23/2012,10/31/2026,Private Investigators/Related Occupations,Private Investigators/Related Occupations,"Private Investigation, Process Service/Security, Repossession of Auto Towing & Storage",City of Henderson,Yes,No,No,No,9 Greg St,,Sparks,NV,89431
2012310130,"Dynamic Spine & Sport Rehabilitation, LLC","DYNAMIC SPINE & SPORT REHABILITATION, LLC",105 N Pecos Rd,Henderson,Nevada,89074,(702) 808-4943,10/17/2012,10/31/2026,Medical Office,Medical Office,Medical Office,City of Henderson,Yes,No,No,No,5495 S Rainbow Blvd,STE 102,LAS VEGAS,NV,89118
2012310423,"Fastfader Audio, LLC","Fastfader Audio, LLC",362 Esquina Dr,Henderson,Nevada,89014,,11/14/2012,10/31/2026,Gross Revenue,Automotive,Auto Design and Consultation Service Providing Audio Design to public venues,City of Henderson,Yes,No,No,No,362 Esquina Dr,,Henderson,NV,89014
2013301361,Nugent L.L.C.,Great Clips,1550 N Green Valley Pkwy,Henderson,Nevada,89074,(702) 256-1345,05/07/2013,10/31/2026,Gross Revenue,Retail Product Sales,RETAIL SALES OF PRODUCT IN CONJUNCTION WITH COSMOTOLOGY ESTABLISHMENT,City of Henderson,Yes,No,No,No,8209 Aqua Spray Ave,,Las Vegas,NV,89128
2006304714,"Sophy Wei Feng, M.D., A Professional Corporation",Anthem OBGYN,2405 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,11/03/2006,10/31/2026,Medical Office,Medical Office,Medical Office,City of Henderson,Yes,No,No,No,2405 W Horizon Ridge PKwy,110,Henderson,NV,89052
2007301622,"Dark Water Productions, LLC",Samera Entertainment,1036 Pleasant Run Ct,Henderson,Nevada,89011,,04/19/2007,10/31/2026,Motion Picture and TV Production,Motion Picture and TV Production,"Film production, producing",City of Henderson,Yes,No,No,No,1036 Pleasant Run Ct,,Henderson,NV,89011
2007304363,"Basic Management, Inc.","Basic Management, Inc.",875 W Warm Springs Rd,Henderson,Nevada,89011,,10/25/2007,10/31/2026,Office Only,Office Only,Power and water distribution Improve and/or sell long held property Land Remediation,City of Henderson,Yes,No,No,No,875 W Warm Springs Rd,,Henderson,NV,89011
2008300855,"ATF ONE, LLC",Anytime Fitness,1510 W Horizon Ridge Pkwy,Henderson,Nevada,89012,,03/05/2008,10/31/2026,Gross Revenue,Personal Services,Fitness Boutique,City of Henderson,Yes,No,No,No,1510 W Horizon Ridge Pkwy,120,Henderson,NV,89014
1997039029,"Smith's Food & Drug Centers, Inc.",Smith's Food & Drug #348,1000 N Green Valley Pkwy,Henderson,Nevada,89074,,04/21/1997,10/31/2026,Gross Revenue,Grocery Store,Grocery Store,City of Henderson,Yes,No,No,No,P.O. Box 305103,,Nashville,TN,37230-5103
2001002903,"Terrible Herbst, Inc.",Terrible's #226,4190 E Sunset Rd,Henderson,Nevada,89014,,05/07/2001,10/31/2026,"Gasoline, Diesel, or Motor Vehicle Fuel Sales","Gasoline, Diesel, or Motor Vehicle Fuel Sales","Convenience Store with Beer/Wine, Tobacco and Self Serve Gasoline",City of Henderson,Yes,No,No,No,3440 W Russell Rd,,Las Vegas,NV,89118
1999048446,"Goodfellas Bail Bonds, Inc.","GOODFELLAS BAIL BONDS, INC",42 S Water St,Henderson,Nevada,89015,,10/18/1999,10/31/2026,Bail Bond Broker,Bail Bond Broker,BAIL BOND BROKER,City of Henderson,Yes,No,No,No,42 S WATER ST,,HENDERSON,NV,89015
2011303301,Isaac B Espejo,Safe and Secure Firearm Defense,1005 Nimitz Ct,Henderson,Nevada,89002,,11/28/2011,10/31/2026,Gross Revenue,Firearms/Firearms Instructor,"MISCELLANEOUS - TO INSTRUCT, TEACH AND TRAIN LAW ABIDING CLIENTS AT THEIR RESIDENCE, THE BASIC KNOWLEDGE, SKILLS, AND ATTITUDE NECESSARY FOR THE SAFE HANDLING AND PROFICIENT USE OF PISTOLS, RIFLES, AND SHOTGUNS INSIDE AND OUTSIDE THE HOME. TO ALSO PROVIDE QUALITY FIREARM TRAINING TO THE LAW ABIDING CITIZEN(S) WHO SEEK CERTIFICATIONS IN NRA COURSES AND STATE CCW PERMITS.  ALL FIREARMS AND AMMUNITION USED FOR THE ""LIVE FIRE"" QUALIFICATION AND CERTIFICATION ARE PERSONALLY OWNED BY CLIENTS, AND WILL ONLY BE ACTIVE AT INDOOR AND OUTDOOR SHOOTING RANGES LOCATED THROUGHOUT THE VALLEY.  THERE WILL BE NO STORING OR SELLING OF FIREARMS AND AMMUITION FROM THE HOME.",City of Henderson,Yes,No,No,No,1005 Nimitz Ct,,Henderson,NV,89002-9240
2012310542,Quest Diagnostics Incorporated,Quest Diagnostics,2465 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,11/27/2012,10/31/2026,Gross Revenue,Miscellaneous,Patient service center,City of Henderson,Yes,No,No,No,8401 Fallbrook Ave,,West Hills,CA,91304
2012310420,"Marilyn G. Maschgan, LTD.",Vegas Valley Hearing,301 N Pecos Rd,Henderson,Nevada,89074,,11/14/2012,10/31/2026,Medical Office,Medical Office,Medical Office,City of Henderson,Yes,No,No,No,301 N Pecos Rd,G,Henderson,NV,89074
2013301174,"The Giuseppe Team, LLC",Giuseppe's Italian Grille,2630 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,04/18/2013,10/31/2026,Gross Revenue,Restaurant/Food Service,"Restaurant, Bar & Gaming",City of Henderson,Yes,No,No,No,2630 W Horizon Ridge Pkwy,,Henderson,NV,89052
2013301143,DLR Group Inc.,DLR Group Inc.,3800 Howard Hughes Pkwy,Las Vegas,Nevada,89169,(402) 393-4100,04/16/2013,10/31/2026,Architectural Firm,Architectural Firm,Architectural and Architectural Engineering Firm,City of Henderson,Yes,No,No,No,6457 Frances St,200,Omaha,NE,68106
